"LINE","MODIFIED","UNIQUE_ID","LABEL_TYPE","PRINTER_ID","ENABLED","PRINTER_TYPE","IP_ADDRESS","PORT","GROUP_ID","LANGUAGE","PRINTER_DPI","PROCESS_ORDER","MATERIAL","MATERIAL_TYPE","MATERIAL_DESCRIPTION","SHELF_LIFE_UOM","SHELF_LIFE","SHELF_LIFE_RULE","BATCH_NUMBER","REQUIRED_RESOURCE","PLANT","LOCATION_ID","DATE_OF_MANUFACTURE","EXPIRY_DATE","PROD_EAN","PROD_VARIANT","BASE_QUANTITY","PROD_UOM","BASE_EAN","BASE_VARIANT","PROD_QUANTITY","BASE_UOM","CUSTOMER_ID","CUSTOMER_NAME","PRINT_COPIES","MODULE_ID","OVERRIDE_MANUFACTURE_DATE","OVERRIDE_EXPIRY_DATE","OVERRIDE_BATCH_PREFIX","BATCH_PREFIX","BATCH_SUFFIX","REPORT_TYPE","MODULE_TYPE","REPORT_FILENAME","PART_NO","LAYERS"
"CETEC 4","Y","36532f59-a06f-4a4e-892e-23de5bf4843b","Pallet","ZEBRA CETEC 4","Y","Zebra","192.168.1.12","9100","Pallet","ZPL","300","072124","8003822","FERT","AS P. MENU RAZ PEQ SALMON FRESCO NL 2 KG","D","549","=","0306072124","CETEC4","0925","WH-ALM1","01-Nov-2020 21:22:05","04-May-2022 00:00:00","08480017153524","00","396.000","UNI","08480017153524","00","396.000","UNI","SELF","C&D Foods SPAIN","1","RPT_PALLET_LABEL","N","N","N","0306072124","","Label","REPORT","zebra_200dpi_pallet_label_a5_cdf_val.lbl","","11"
