"LINE","MODIFIED","UNIQUE_ID","LABEL_TYPE","PRINTER_ID","ENABLED","PRINTER_TYPE","IP_ADDRESS","PORT","GROUP_ID","LANGUAGE","PRINTER_DPI","PROCESS_ORDER","MATERIAL","MATERIAL_TYPE","MATERIAL_DESCRIPTION","SHELF_LIFE_UOM","SHELF_LIFE","SHELF_LIFE_RULE","BATCH_NUMBER","REQUIRED_RESOURCE","PLANT","LOCATION_ID","DATE_OF_MANUFACTURE","EXPIRY_DATE","PROD_EAN","PROD_VARIANT","BASE_QUANTITY","PROD_UOM","BASE_EAN","BASE_VARIANT","PROD_QUANTITY","BASE_UOM","CUSTOMER_ID","CUSTOMER_NAME","PRINT_COPIES","MODULE_ID","OVERRIDE_MANUFACTURE_DATE","OVERRIDE_EXPIRY_DATE","OVERRIDE_BATCH_PREFIX","BATCH_PREFIX","BATCH_SUFFIX","REPORT_TYPE","MODULE_TYPE","REPORT_FILENAME","PART_NO"
"SCHUBERT 1","Y","2978cc09-5f17-40f9-b99b-e2958190b932","Pack","FEGE: LGP515","Y","Logopak","10.231.151.175","9100","Pack","LEAP","200","10276744","12281486","FERT","GOURMET MON PETITGiGBf&Chkn52 8(6x50g)GB","M","24","+","80720917","SCHUB01","0917","BUK","13-Mar-2018 13:53:01","31-Mar-2020 00:00:00","07613032165086","00","8.000","CS","07613032165079","00","1.000","EA","SELF","Nestle UK","1","RPT_PACK_LABEL","N","N","N","80720917","","Standard","REPORT","pack_label_01.jrxml",""
