"LINE","MODIFIED","UNIQUE_ID","LABEL_TYPE","PRINTER_ID","ENABLED","PRINTER_TYPE","IP_ADDRESS","PORT","GROUP_ID","LANGUAGE","PRINTER_DPI","PROCESS_ORDER","MATERIAL","MATERIAL_TYPE","MATERIAL_DESCRIPTION","SHELF_LIFE_UOM","SHELF_LIFE","SHELF_LIFE_RULE","BATCH_NUMBER","REQUIRED_RESOURCE","PLANT","LOCATION_ID","DATE_OF_MANUFACTURE","EXPIRY_DATE","PROD_EAN","PROD_VARIANT","BASE_QUANTITY","PROD_UOM","BASE_EAN","BASE_VARIANT","PROD_QUANTITY","BASE_UOM","CUSTOMER_ID","CUSTOMER_NAME","PRINT_COPIES","MODULE_ID","OVERRIDE_MANUFACTURE_DATE","OVERRIDE_EXPIRY_DATE","OVERRIDE_BATCH_PREFIX","BATCH_PREFIX","BATCH_SUFFIX","REPORT_TYPE","MODULE_TYPE","REPORT_FILENAME","PART_NO","LAYERS"
"CETEC 5","Y","43414d99-c0f1-4d80-a595-f13205c3a635","Pallet","ZEBRA CETEC 5","Y","Zebra","192.168.1.60","9100","Pallet","ZPL","300","072089","8004190","FERT","VITALITY G. RICO EN POLLO/VER NL 3 KG","D","549","=","0171072089","CETEC5","0925","WH-ALM2","19-Jun-2020 16:23:21","20-Dec-2021 00:00:00","08414807538529","00","120.000","UNI","08414807538529","00","120.000","UNI","SELF","C&D Foods SPAIN","1","RPT_PALLET_LABEL","N","N","N","0171072089","","Label","REPORT","zebra_200dpi_pallet_label_a5_cdf_val.lbl","","5"
