"LINE","MODIFIED","UNIQUE_ID","LABEL_TYPE","PRINTER_ID","ENABLED","PRINTER_TYPE","IP_ADDRESS","PORT","GROUP_ID","LANGUAGE","PRINTER_DPI","PROCESS_ORDER","MATERIAL","MATERIAL_TYPE","MATERIAL_DESCRIPTION","SHELF_LIFE_UOM","SHELF_LIFE","SHELF_LIFE_RULE","BATCH_NUMBER","REQUIRED_RESOURCE","PLANT","LOCATION_ID","DATE_OF_MANUFACTURE","EXPIRY_DATE","PROD_EAN","PROD_VARIANT","BASE_QUANTITY","PROD_UOM","BASE_EAN","BASE_VARIANT","PROD_QUANTITY","BASE_UOM","CUSTOMER_ID","CUSTOMER_NAME","PRINT_COPIES","MODULE_ID","OVERRIDE_MANUFACTURE_DATE","OVERRIDE_EXPIRY_DATE","OVERRIDE_BATCH_PREFIX","BATCH_PREFIX","BATCH_SUFFIX","REPORT_TYPE","MODULE_TYPE","REPORT_FILENAME","PART_NO"
"CETEC","Y","56a6aeb0-b744-4e3c-a2cc-ec57d3980976","Pack","DRY: CETEC LGP515","Y","Logopak","10.231.151.173","9100","Pack","LEAP","200","22969510","12362368","FERT","DOG CHOW SENIOR Chicken 4x2.5kg N1 XE","M","18","+","8162091701","DRLINE01","0917","BUK","11-Jun-2018 09:17:32","31-Dec-2019 23:59:59","07613034678270","01","4.000","CS","07613034488251","01","1.000","EA","SELF","Nestle BUK","1","RPT_PACK_LABEL","N","N","N","81620917","01","Label","REPORT","zebra_300dpi_pack_label_npp_buk_sled.lbl",""
