"LINE","MODIFIED","UNIQUE_ID","LABEL_TYPE","PRINTER_ID","ENABLED","PRINTER_TYPE","IP_ADDRESS","PORT","GROUP_ID","LANGUAGE","PRINTER_DPI","PROCESS_ORDER","MATERIAL","MATERIAL_TYPE","MATERIAL_DESCRIPTION","SHELF_LIFE_UOM","SHELF_LIFE","SHELF_LIFE_RULE","BATCH_NUMBER","REQUIRED_RESOURCE","PLANT","LOCATION_ID","DATE_OF_MANUFACTURE","EXPIRY_DATE","PROD_EAN","PROD_VARIANT","BASE_QUANTITY","PROD_UOM","BASE_EAN","BASE_VARIANT","PROD_QUANTITY","BASE_UOM","CUSTOMER_ID","CUSTOMER_NAME","PRINT_COPIES","MODULE_ID","OVERRIDE_MANUFACTURE_DATE","OVERRIDE_EXPIRY_DATE","OVERRIDE_BATCH_PREFIX","BATCH_PREFIX","BATCH_SUFFIX","REPORT_TYPE","MODULE_TYPE","REPORT_FILENAME","PART_NO"
"CANNING1","Y","a8a41eed-0b1f-49be-ba55-befba6cf3c68","Pack","LABELLER1_2_TANDEM","Y","Logopak","127.0.0.1","9100","Pack","LEAP","200","22837585","43319818","HALB","FELIX DblyDl GiJ Trout&Hrg BSt 100g XE","M","24","+","8145093360","DP4P2PCK","0933","WISBECH","25-May-2018 17:02:31","31-May-2020 23:59:59","07613033137099","00","1.000","EA","07613033137099","00","1.000","EA","SELF","Nestle Purina","1","RPT_PACK_LABEL","N","N","N","81450933","60","Label","REPORT","zebra_300dpi_pack_label_npp_buk_prod.lbl","HU 17 8 00069"
